user_id,join_date,city,country,account_age_days,loyalty_tier,num_devices_used,primary_device,is_fraud_ground_truth,total_orders,total_spend,avg_order_value,max_order_value,unique_categories,unique_cities,total_returns,total_refund_amt,avg_refund_amt,avg_days_to_return,min_days_to_return,high_value_returns,return_rate,refund_to_spend_ratio,orders_per_day,quick_return_flag,multi_city_flag,multi_device_flag,new_account_flag,high_value_return_flag,fraud_score,rf_probability,anomaly_score,risk_level,flagged_reasons
USR00011,2024-04-17,Hyderabad,India,709,Bronze,3,iOS,0,6,30478.48,5079.746666666667,9128.4,4,1,1.0,9128.4,9128.4,2.0,2.0,1.0,0.16666666666666666,0.2995031248277473,0.00846262341325811,1,0,1,0,0,9,0.7,24.1,Low,Multi-device: 3+ devices | Avg days to return: 2.0 days avg | Quick returns: within 2 days
USR00012,2024-04-30,Chennai,India,696,Silver,2,Android,0,12,47930.37,3994.1975,8976.09,4,1,2.0,10229.32,5114.66,3.0,1.0,2.0,0.16666666666666666,0.21342042633929176,0.017241379310344827,1,0,0,0,1,4,0.0,10.2,Low,Avg days to return: 3.0 days avg | HV refunds: 2 refunds | Quick returns: within 2 days
USR00013,2024-08-28,Delhi,India,576,Gold,1,iOS,0,9,44633.770000000004,4959.307777777778,8103.11,4,1,3.0,19949.07,6649.69,6.333333333333333,3.0,3.0,0.3333333333333333,0.4469501455960363,0.015625,0,0,0,0,1,5,0.0,13.1,Low,Refund ratio: 45% of spend | HV refunds: 3 refunds
USR00014,2023-12-20,Bangalore,India,828,Silver,3,Android,0,9,38934.31,4326.0344444444445,8137.47,4,1,3.0,14119.27,4706.423333333333,4.0,2.0,3.0,0.3333333333333333,0.3626433857438337,0.010869565217391304,1,0,1,0,1,7,5.3,9.6,Low,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00015,2025-10-02,Delhi,India,65,Silver,3,Android,1,9,49678.160634181244,5519.795626020138,11257.399851169783,3,1,3.0,18860.239999999998,6286.746666666666,5.333333333333333,5.0,2.0,0.3333333333333333,0.37964851675734423,0.13846153846153847,0,0,1,0,1,70,98.6,17.8,Medium,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00016,2025-05-06,Mumbai,India,65,Silver,3,Android,1,5,35922.546523384764,7184.5093046769525,10389.307189256884,3,1,2.0,14460.8,7230.4,4.0,2.0,2.0,0.4,0.4025549800759906,0.07692307692307693,1,0,1,0,1,71,99.2,19.7,High,Multi-device: 3+ devices | Refund ratio: 40% of spend | HV refunds: 2 refunds
USR00017,2024-01-31,Bangalore,India,786,Silver,2,Web,0,12,63797.53,5316.4608333333335,9655.58,4,1,9.0,56360.46,6262.2733333333335,5.555555555555555,1.0,9.0,0.75,0.8834269916092363,0.015267175572519083,1,0,0,0,1,27,1.5,75.2,Low,Refund ratio: 88% of spend | Return rate: 75% | HV refunds: 9 refunds
USR00018,2025-04-12,Bangalore,India,349,Bronze,3,Web,0,11,52526.479999999996,4775.134545454545,8476.63,4,1,5.0,26549.25,5309.85,4.0,1.0,5.0,0.45454545454545453,0.5054450631376785,0.03151862464183381,1,0,1,0,1,11,0.3,30.7,Low,Multi-device: 3+ devices | Refund ratio: 51% of spend | Return rate: 45%
USR00019,2025-01-14,Hyderabad,India,65,Gold,3,Android,1,13,77269.28979366938,5943.791522589952,10534.403815371168,4,1,2.0,3143.7,1571.85,5.0,4.0,1.0,0.15384615384615385,0.04068498634314562,0.2,0,0,1,0,0,74,99.3,26.7,High,Multi-device: 3+ devices
USR00020,2026-02-11,Hyderabad,India,44,Bronze,2,Web,0,6,43796.88,7299.48,8743.13,3,1,6.0,43796.88,7299.48,5.166666666666667,2.0,6.0,1.0,1.0,0.13636363636363635,1,0,0,1,1,39,6.5,98.5,Medium,New account: < 60 days old | Refund ratio: 100% of spend | Return rate: 100%
USR00021,2024-09-02,Bangalore,India,571,Gold,2,Web,0,6,37163.85,6193.974999999999,8380.78,3,1,2.0,9257.7,4628.85,2.0,2.0,2.0,0.3333333333333333,0.2491049770139531,0.010507880910683012,1,0,0,0,1,4,0.0,12.2,Low,Avg days to return: 2.0 days avg | HV refunds: 2 refunds | Quick returns: within 2 days
USR00022,2024-08-29,Bangalore,India,575,Gold,2,Android,0,3,24750.46,8250.153333333334,9345.27,3,1,1.0,8404.65,8404.65,4.0,4.0,1.0,0.3333333333333333,0.3395755068794681,0.0052173913043478265,0,0,0,0,0,8,0.5,22.4,Low,Pattern-based anomaly
USR00023,2024-11-26,Pune,India,65,Bronze,3,Android,1,1,8790.769280502562,8790.769280502562,8790.769280502562,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,1,0,1,0,0,57,72.5,27.7,Medium,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00024,2024-09-08,Pune,India,565,Bronze,2,iOS,0,7,33159.24,4737.034285714285,8648.5,4,1,4.0,19727.29,4931.8225,4.25,3.0,4.0,0.5714285714285714,0.5949258788802156,0.012389380530973451,0,0,0,0,1,9,0.0,26.2,Low,Refund ratio: 59% of spend | Return rate: 57% | HV refunds: 4 refunds
USR00025,2025-06-21,Mumbai,India,65,Bronze,3,Android,1,13,56010.786856760664,4308.522065904666,12019.175248183165,4,1,5.0,16763.7,3352.7400000000002,4.0,1.0,3.0,0.38461538461538464,0.2992941349470896,0.2,1,0,1,0,1,72,95.2,29.0,High,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00026,2024-12-17,Hyderabad,India,465,Silver,2,iOS,0,2,11402.59,5701.295,6768.11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301075268817204,1,0,0,0,0,7,0.5,18.0,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00027,2024-04-15,Pune,India,711,Silver,1,Android,0,10,48946.47,4894.647,9315.16,4,1,2.0,11124.48,5562.24,6.5,6.0,2.0,0.2,0.2272784942407491,0.014064697609001406,0,0,0,0,1,2,0.0,5.3,Low,HV refunds: 2 refunds
USR00028,2025-04-14,Bangalore,India,65,Silver,3,Android,1,13,61968.284333292744,4766.79110256098,8880.26847249667,3,1,2.0,11246.82,5623.41,8.5,8.0,2.0,0.15384615384615385,0.1814931641403794,0.2,0,0,1,0,1,64,83.0,29.4,Medium,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00029,2023-09-08,Pune,India,931,Silver,1,Web,0,7,38849.64,5549.948571428571,8786.78,4,1,3.0,19037.6,6345.866666666666,4.666666666666667,2.0,3.0,0.42857142857142855,0.4900328548733012,0.007518796992481203,1,0,0,0,1,3,0.0,10.0,Low,Refund ratio: 49% of spend | Return rate: 43% | HV refunds: 3 refunds
USR00030,2025-03-03,Pune,India,389,Gold,1,Android,0,1,12264.093112207021,12264.093112207021,12264.093112207021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570694087403599,1,0,0,0,0,17,5.0,38.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00031,2026-03-03,Chennai,India,24,Gold,1,Android,0,4,16171.210000000001,4042.8025000000002,9545.02,3,1,1.0,5393.14,5393.14,7.0,7.0,1.0,0.25,0.3335025641247625,0.16666666666666666,0,0,0,1,0,22,6.2,50.9,Low,New account: < 60 days old
USR00032,2023-11-30,Chennai,India,848,Gold,1,Android,0,8,32219.06,4027.3825,9919.7,4,1,3.0,26504.66,8834.886666666667,4.666666666666667,2.0,3.0,0.375,0.8226391458968697,0.009433962264150943,1,0,0,0,1,13,0.0,37.2,Low,Refund ratio: 82% of spend | HV refunds: 3 refunds | Quick returns: within 2 days
USR00033,2024-06-08,Delhi,India,65,Silver,3,iOS,1,11,61157.29826494954,5559.754387722685,11066.968075192033,4,1,4.0,22369.19,5592.2975,5.0,2.0,4.0,0.36363636363636365,0.3657648495702143,0.16923076923076924,1,0,1,0,1,69,96.1,19.3,Medium,Multi-device: 3+ devices | HV refunds: 4 refunds | Quick returns: within 2 days
USR00034,2024-08-02,Bangalore,India,602,Gold,3,Web,0,1,8610.49,8610.49,8610.49,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611295681063123,1,0,1,0,0,13,6.3,25.9,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00035,2025-03-04,Chennai,India,65,Bronze,3,Web,1,12,76362.90070156557,6363.575058463797,11843.714333944616,3,1,5.0,28612.440000000002,5722.488,3.8,1.0,5.0,0.4166666666666667,0.37469032392863777,0.18461538461538463,1,0,1,0,1,80,96.5,48.7,High,Multi-device: 3+ devices | Return rate: 42% | Avg days to return: 3.8 days avg
USR00036,2026-02-05,Bangalore,India,65,Bronze,3,Android,1,9,39689.26363006999,4409.918181118887,11519.063953164694,3,1,3.0,13697.04,4565.68,6.666666666666667,5.0,2.0,0.3333333333333333,0.3451069318812617,0.13846153846153847,0,0,1,0,1,71,97.8,20.0,High,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00037,2024-01-28,Mumbai,India,789,Silver,2,iOS,0,7,41802.78,5971.825714285714,9386.83,4,1,1.0,9386.83,9386.83,8.0,8.0,1.0,0.14285714285714285,0.22455037679312237,0.008871989860583017,0,0,0,0,0,10,0.0,27.8,Low,Pattern-based anomaly
USR00038,2024-10-31,Bangalore,India,512,Bronze,3,Android,0,10,49629.24,4962.924,8265.59,4,1,2.0,11593.98,5796.99,6.5,5.0,2.0,0.2,0.23361187880370524,0.01953125,0,0,1,0,1,4,1.7,7.8,Low,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00039,2024-01-03,Chennai,India,814,Gold,3,iOS,0,14,52573.6,3755.2571428571428,8848.47,4,1,4.0,9019.2,2254.8,4.75,1.0,3.0,0.2857142857142857,0.17155378364806673,0.0171990171990172,1,0,1,0,1,10,3.3,22.7,Low,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00040,2024-03-22,Delhi,India,735,Gold,3,iOS,0,1,5747.05,5747.05,5747.05,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013605442176870747,1,0,1,0,0,11,4.7,23.6,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00041,2024-03-09,Hyderabad,India,65,Gold,3,iOS,1,14,88069.42640491136,6290.673314636525,11500.30208288831,4,1,3.0,14010.84,4670.28,5.0,1.0,2.0,0.21428571428571427,0.1590885801343048,0.2153846153846154,1,0,1,0,1,73,98.7,26.7,High,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
USR00042,2024-06-13,Delhi,India,652,Silver,1,Android,0,10,61805.83,6180.5830000000005,9859.11,4,1,2.0,9738.26,4869.13,5.5,5.0,2.0,0.2,0.15756215878016686,0.015337423312883436,0,0,0,0,1,3,0.0,9.1,Low,HV refunds: 2 refunds
USR00043,2024-10-31,Delhi,India,512,Gold,3,Web,0,4,11586.02,2896.505,6770.19,2,1,1.0,4011.03,4011.03,2.0,2.0,1.0,0.25,0.34619567375164206,0.0078125,1,0,1,0,0,12,3.9,26.8,Low,Multi-device: 3+ devices | Avg days to return: 2.0 days avg | Quick returns: within 2 days
USR00044,2024-01-13,Chennai,India,804,Silver,1,Web,0,10,55190.35,5519.035,7511.23,4,1,2.0,8195.11,4097.555,5.5,3.0,2.0,0.2,0.14848809619797665,0.012437810945273632,0,0,0,0,1,3,0.0,9.6,Low,HV refunds: 2 refunds
USR00045,2023-11-11,Chennai,India,867,Silver,2,Web,0,10,43943.31,4394.331,8583.95,4,1,3.0,13231.85,4410.616666666667,3.6666666666666665,1.0,2.0,0.3,0.30111181884113875,0.011534025374855825,1,0,0,0,1,0,0.0,0.7,Low,Avg days to return: 3.7 days avg | HV refunds: 2 refunds | Quick returns: within 2 days
USR00046,2024-04-26,Hyderabad,India,65,Silver,3,Android,1,12,74210.8272532799,6184.235604439992,10297.200169734013,4,1,3.0,17518.53,5839.509999999999,6.0,3.0,3.0,0.25,0.23606434058752163,0.18461538461538463,0,0,1,0,1,70,98.4,17.9,Medium,Multi-device: 3+ devices | HV refunds: 3 refunds
USR00047,2025-07-20,Delhi,India,250,Gold,1,iOS,0,3,10749.06,3583.02,7424.69,2,1,2.0,8703.84,4351.92,6.0,3.0,1.0,0.6666666666666666,0.8097303392110566,0.012,0,0,0,0,0,16,0.0,45.7,Low,Refund ratio: 81% of spend | Return rate: 67%
USR00048,2024-03-14,Mumbai,India,743,Bronze,1,Android,0,1,510.82,510.82,510.82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013458950201884253,1,0,0,0,0,17,0.3,48.7,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00049,2024-02-28,Delhi,India,758,Gold,3,Android,0,5,31377.940000000002,6275.588000000001,9308.64,3,1,1.0,9308.64,9308.64,7.0,7.0,1.0,0.2,0.29666192235691696,0.006596306068601583,0,0,1,0,0,9,1.2,22.9,Low,Multi-device: 3+ devices
USR00050,2026-02-10,Pune,India,45,Silver,1,Web,0,12,81205.30817308604,6767.109014423837,11413.257391816178,4,1,2.0,14342.73,7171.365,6.5,4.0,2.0,0.16666666666666666,0.17662305978112924,0.26666666666666666,0,0,0,1,1,27,8.3,62.6,Low,New account: < 60 days old | HV refunds: 2 refunds
USR00051,2024-04-18,Mumbai,India,708,Silver,3,iOS,0,9,38845.79,4316.198888888889,8574.41,4,1,1.0,2563.31,2563.31,6.0,6.0,1.0,0.1111111111111111,0.06598681607453472,0.012711864406779662,0,0,1,0,0,7,0.4,20.6,Low,Multi-device: 3+ devices
USR00052,2024-08-17,Chennai,India,65,Silver,3,Web,1,4,19365.292590679666,4841.323147669917,8782.692259128751,3,1,1.0,463.46,463.46,1.0,1.0,0.0,0.25,0.023932506975033206,0.06153846153846154,1,0,1,0,0,45,56.1,25.2,Medium,Multi-device: 3+ devices | Avg days to return: 1.0 days avg | Quick returns: within 2 days
USR00053,2023-08-08,Bangalore,India,65,Gold,3,Android,1,10,45196.66939237837,4519.666939237837,8161.872354700179,4,1,3.0,10635.23,3545.0766666666664,5.333333333333333,1.0,2.0,0.3,0.23531003817271204,0.15384615384615385,1,0,1,0,1,59,83.5,12.1,Medium,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
USR00054,2026-02-18,Pune,India,65,Gold,3,Android,1,10,43764.404635133935,4376.440463513393,10208.606473409616,3,1,3.0,12648.47,4216.156666666667,6.333333333333333,5.0,2.0,0.3,0.2890127286193183,0.15384615384615385,0,0,1,0,1,71,98.8,18.4,High,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00055,2024-06-16,Pune,India,649,Gold,2,iOS,0,2,4722.54,2361.27,3566.97,2,1,2.0,7133.94,3566.97,6.5,6.0,2.0,1.0,1.5106150503754334,0.0030816640986132513,0,0,0,0,1,28,2.0,76.3,Low,Refund ratio: 151% of spend | Return rate: 100% | HV refunds: 2 refunds
USR00056,2024-11-30,Pune,India,65,Silver,3,Android,1,12,59737.625934151874,4978.135494512656,11670.173070525852,4,1,3.0,9170.41,3056.8033333333333,3.3333333333333335,1.0,1.0,0.25,0.15351145708583133,0.18461538461538463,1,0,1,0,0,72,96.4,26.2,High,Multi-device: 3+ devices | Avg days to return: 3.3 days avg | Quick returns: within 2 days
USR00057,2025-02-26,Bangalore,India,394,Silver,1,Android,0,3,16989.129999999997,5663.043333333332,9071.71,2,1,1.0,2281.16,2281.16,7.0,7.0,1.0,0.3333333333333333,0.13427173728142644,0.007614213197969543,0,0,0,0,0,10,0.6,27.8,Low,Pattern-based anomaly
USR00058,2024-06-23,Hyderabad,India,65,Bronze,3,Web,1,12,79143.54509721251,6595.295424767709,11267.275790607417,4,1,4.0,22837.72,5709.43,4.0,4.0,3.0,0.3333333333333333,0.2885607407647495,0.18461538461538463,0,0,1,0,1,76,99.9,31.9,High,Multi-device: 3+ devices | HV refunds: 3 refunds
USR00059,2025-03-24,Pune,India,368,Silver,2,Web,0,4,18904.78,4726.195,9447.67,4,1,1.0,9447.67,9447.67,9.0,9.0,1.0,0.25,0.49975032769490046,0.010869565217391304,0,0,0,0,0,15,0.0,42.0,Low,Refund ratio: 50% of spend
USR00060,2024-06-07,Delhi,India,658,Gold,2,Android,0,13,63604.71,4892.67,9419.21,4,1,6.0,26317.53,4386.255,5.666666666666667,4.0,3.0,0.46153846153846156,0.41376699933070993,0.019756838905775075,0,0,0,0,1,8,0.0,23.8,Low,Refund ratio: 41% of spend | Return rate: 46% | HV refunds: 3 refunds
USR00061,2023-12-20,Pune,India,828,Silver,2,Web,0,4,14466.53,3616.6325,7676.63,3,1,3.0,12236.49,4078.83,3.0,1.0,3.0,0.75,0.8458483133135589,0.004830917874396135,1,0,0,0,1,16,0.5,45.8,Low,Refund ratio: 85% of spend | Return rate: 75% | Avg days to return: 3.0 days avg
USR00062,2023-07-17,Chennai,India,984,Gold,3,Android,0,5,26122.13,5224.426,9193.36,4,1,2.0,11691.710000000001,5845.8550000000005,3.5,3.0,2.0,0.4,0.44757873879350574,0.00508130081300813,0,0,1,0,1,7,0.8,18.7,Low,Multi-device: 3+ devices | Refund ratio: 45% of spend | Avg days to return: 3.5 days avg
USR00063,2024-07-18,Delhi,India,617,Silver,1,Android,0,2,18582.793021405167,9291.396510702583,10763.845619642676,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032414910858995136,1,0,0,0,0,14,3.8,31.7,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00064,2023-12-09,Chennai,India,839,Gold,1,Android,0,2,16052.6,8026.3,9482.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023837902264600714,1,0,0,0,0,9,0.7,23.5,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00065,2025-06-23,Chennai,India,277,Silver,2,iOS,0,2,12092.55,6046.275,6121.29,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007220216606498195,1,0,0,0,0,4,1.1,10.8,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00066,2025-02-24,Mumbai,India,396,Bronze,1,iOS,0,13,73322.12,5640.163076923077,9346.38,3,1,5.0,38129.36,7625.872,3.6,1.0,5.0,0.38461538461538464,0.5200253347830096,0.03282828282828283,1,0,0,0,1,13,0.0,38.2,Low,Refund ratio: 52% of spend | Avg days to return: 3.6 days avg | HV refunds: 5 refunds
USR00067,2023-08-09,Bangalore,India,961,Bronze,1,Android,0,8,41323.03,5165.37875,9670.39,3,1,4.0,20829.510000000002,5207.3775000000005,4.0,2.0,3.0,0.5,0.5040654085627313,0.008324661810613945,1,0,0,0,1,6,0.0,16.0,Low,Refund ratio: 50% of spend | Return rate: 50% | HV refunds: 3 refunds
USR00068,2026-03-16,Delhi,India,11,Gold,2,Android,0,7,26480.06,3782.8657142857146,8592.79,4,1,1.0,2119.55,2119.55,2.0,2.0,1.0,0.14285714285714285,0.08004324763614584,0.6363636363636364,1,0,0,1,0,26,3.0,67.4,Low,Orders/day: 0.64 | New account: < 60 days old | Avg days to return: 2.0 days avg
USR00069,2023-11-14,Mumbai,India,864,Gold,1,iOS,0,14,62330.21,4452.157857142857,9882.43,4,1,3.0,17282.870000000003,5760.956666666668,4.666666666666667,3.0,3.0,0.21428571428571427,0.2772791877325618,0.016203703703703703,0,0,0,0,1,4,0.1,11.0,Low,HV refunds: 3 refunds
USR00070,2025-02-26,Mumbai,India,394,Gold,3,Android,0,1,565.88,565.88,565.88,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025380710659898475,1,0,1,0,0,24,7.2,55.6,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00071,2026-01-24,Delhi,India,65,Gold,3,iOS,1,10,63489.02205410561,6348.902205410561,11420.328705339549,4,1,1.0,9459.18,9459.18,7.0,7.0,1.0,0.1,0.1489892219782319,0.15384615384615385,0,0,1,0,0,73,91.2,38.0,High,Multi-device: 3+ devices
USR00072,2025-01-26,Chennai,India,425,Bronze,3,iOS,0,8,49944.07,6243.00875,9988.05,4,1,1.0,2897.25,2897.25,5.0,5.0,1.0,0.125,0.05800988986280053,0.018823529411764704,0,0,1,0,0,7,1.9,15.8,Low,Multi-device: 3+ devices
USR00073,2025-08-27,Chennai,India,212,Gold,3,iOS,0,13,80123.6,6163.3538461538465,9611.39,4,1,4.0,26931.85,6732.9625,5.75,2.0,3.0,0.3076923076923077,0.3361288059947381,0.06132075471698113,1,0,1,0,1,10,3.0,22.5,Low,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00074,2025-05-28,Delhi,India,303,Gold,1,Web,0,6,27837.65,4639.608333333334,8837.89,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,1,0,0,0,0,7,0.6,18.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00075,2025-09-01,Pune,India,207,Bronze,2,Web,0,9,40081.18,4453.464444444445,8118.79,4,1,4.0,13198.83,3299.7075,7.5,6.0,2.0,0.4444444444444444,0.3293024307168601,0.043478260869565216,0,0,0,0,1,7,0.0,20.4,Low,Return rate: 44% | HV refunds: 2 refunds
USR00076,2024-02-25,Bangalore,India,761,Silver,1,Web,0,13,67515.63,5193.51,9585.57,4,1,2.0,15320.71,7660.355,5.5,4.0,2.0,0.15384615384615385,0.22692093667792182,0.017082785808147174,0,0,0,0,1,4,0.0,11.4,Low,HV refunds: 2 refunds
USR00077,2025-09-12,Pune,India,196,Silver,2,iOS,0,14,78556.51,5611.1792857142855,9835.07,3,1,7.0,32504.1,4643.442857142857,7.142857142857143,1.0,6.0,0.5,0.4137671085439004,0.07142857142857142,1,0,0,0,1,19,1.0,51.3,Low,Refund ratio: 41% of spend | Return rate: 50% | HV refunds: 6 refunds
USR00078,2024-02-06,Chennai,India,780,Silver,3,Android,0,3,11613.380000000001,3871.126666666667,7421.85,2,1,1.0,176.89,176.89,6.0,6.0,0.0,0.3333333333333333,0.015231569103912898,0.0038461538461538464,0,0,1,0,0,17,5.4,38.1,Low,Multi-device: 3+ devices
USR00079,2025-04-06,Delhi,India,65,Bronze,3,Android,1,14,71045.55244369146,5074.682317406533,11515.176358422741,4,1,6.0,17149.8,2858.2999999999997,5.333333333333333,2.0,3.0,0.42857142857142855,0.24139160595017414,0.2153846153846154,1,0,1,0,1,75,98.1,32.1,High,Multi-device: 3+ devices | Return rate: 43% | HV refunds: 3 refunds
USR00080,2025-10-21,Bangalore,India,157,Bronze,3,Web,0,6,26575.64,4429.2733333333335,7491.37,3,1,4.0,15423.48,3855.87,6.25,4.0,3.0,0.6666666666666666,0.5803615641993947,0.03821656050955414,0,0,1,0,1,17,5.1,39.7,Low,Multi-device: 3+ devices | Refund ratio: 58% of spend | Return rate: 67%
USR00081,2023-09-01,Chennai,India,65,Bronze,3,Web,1,2,7236.190168193745,3618.0950840968726,5011.508040472957,2,1,2.0,5993.5599999999995,2996.7799999999997,5.0,3.0,1.0,1.0,0.8282756340960117,0.03076923076923077,0,0,1,0,0,77,84.8,62.6,High,Multi-device: 3+ devices | Refund ratio: 83% of spend | Return rate: 100%
USR00082,2024-06-15,Delhi,India,650,Bronze,3,Android,0,11,50170.21,4560.928181818182,8532.72,4,1,3.0,16687.33,5562.443333333334,7.0,6.0,3.0,0.2727272727272727,0.33261431435108607,0.016923076923076923,0,0,1,0,1,7,2.8,13.7,Low,Multi-device: 3+ devices | HV refunds: 3 refunds
USR00083,2024-11-30,Pune,India,65,Gold,3,Android,1,5,21967.83202473252,4393.566404946504,7671.419680158615,4,1,1.0,3034.8,3034.8,2.0,2.0,1.0,0.2,0.13814745108134774,0.07692307692307693,1,0,1,0,0,64,86.0,22.3,Medium,Multi-device: 3+ devices | Avg days to return: 2.0 days avg | Quick returns: within 2 days
USR00084,2023-07-02,Delhi,India,999,Bronze,2,Android,0,4,17647.29,4411.8225,7105.44,3,1,2.0,11710.689999999999,5855.344999999999,4.0,2.0,2.0,0.5,0.6635970735450031,0.004004004004004004,1,0,0,0,1,8,0.0,23.6,Low,Refund ratio: 66% of spend | Return rate: 50% | HV refunds: 2 refunds
