user_id,join_date,city,country,account_age_days,loyalty_tier,num_devices_used,primary_device,is_fraud_ground_truth
USR00059,2025-03-24,Pune,India,368,Silver,2,Web,0
USR00060,2024-06-07,Delhi,India,658,Gold,2,Android,0
USR00061,2023-12-20,Pune,India,828,Silver,2,Web,0
USR00062,2023-07-17,Chennai,India,984,Gold,3,Android,0
USR00063,2024-07-18,Delhi,India,617,Silver,1,Android,0
USR00064,2023-12-09,Chennai,India,839,Gold,1,Android,0
USR00065,2025-06-23,Chennai,India,277,Silver,2,iOS,0
USR00066,2025-02-24,Mumbai,India,396,Bronze,1,iOS,0
USR00067,2023-08-09,Bangalore,India,961,Bronze,1,Android,0
USR00068,2026-03-16,Delhi,India,11,Gold,2,Android,0
USR00069,2023-11-14,Mumbai,India,864,Gold,1,iOS,0
USR00070,2025-02-26,Mumbai,India,394,Gold,3,Android,0
USR00071,2026-01-24,Delhi,India,62,Gold,2,iOS,1
USR00072,2025-01-26,Chennai,India,425,Bronze,3,iOS,0
USR00073,2025-08-27,Chennai,India,212,Gold,3,iOS,0
USR00074,2025-05-28,Delhi,India,303,Gold,1,Web,0
USR00075,2025-09-01,Pune,India,207,Bronze,2,Web,0
USR00076,2024-02-25,Bangalore,India,761,Silver,1,Web,0
USR00077,2025-09-12,Pune,India,196,Silver,2,iOS,0
USR00078,2024-02-06,Chennai,India,780,Silver,3,Android,0
USR00079,2025-04-06,Delhi,India,355,Bronze,3,Android,1
USR00080,2025-10-21,Bangalore,India,157,Bronze,3,Web,0
USR00081,2023-09-01,Chennai,India,938,Bronze,3,Web,1
USR00082,2024-06-15,Delhi,India,650,Bronze,3,Android,0
USR00083,2024-11-30,Pune,India,482,Gold,2,Android,1
USR00084,2023-07-02,Delhi,India,999,Bronze,2,Android,0
USR00085,2024-02-13,Bangalore,India,773,Bronze,2,Web,1
USR00086,2024-08-23,Delhi,India,581,Silver,1,Web,0
USR00087,2025-05-18,Hyderabad,India,313,Bronze,2,Web,1
USR00088,2026-02-09,Delhi,India,46,Gold,3,Web,0
USR00089,2025-07-28,Chennai,India,242,Silver,3,Android,0
USR00090,2025-08-22,Hyderabad,India,217,Silver,3,Android,1
USR00091,2026-01-23,Mumbai,India,63,Bronze,1,Web,0
USR00092,2024-08-08,Hyderabad,India,596,Silver,1,iOS,0
USR00093,2025-01-20,Hyderabad,India,431,Silver,2,Web,0
USR00094,2024-10-24,Mumbai,India,519,Gold,1,Web,0
USR00095,2023-11-08,Pune,India,870,Bronze,2,Android,0
USR00096,2025-04-14,Hyderabad,India,347,Gold,2,iOS,0
USR00097,2024-03-28,Mumbai,India,729,Bronze,1,Android,0
USR00098,2025-10-08,Delhi,India,170,Gold,1,iOS,0
USR00099,2023-12-23,Delhi,India,825,Silver,3,Android,0
USR00100,2024-06-16,Bangalore,India,649,Silver,1,Android,0
USR00101,2023-08-06,Mumbai,India,964,Silver,3,Web,0
USR00102,2026-02-24,Mumbai,India,31,Bronze,2,Web,0
USR00103,2025-07-31,Chennai,India,239,Bronze,1,Android,0
USR00104,2024-02-01,Delhi,India,785,Bronze,3,iOS,0
USR00105,2025-06-14,Hyderabad,India,286,Silver,2,Android,0
USR00106,2023-10-21,Hyderabad,India,888,Bronze,1,Android,0
USR00107,2023-12-10,Hyderabad,India,838,Bronze,3,iOS,0
USR00108,2025-09-07,Bangalore,India,201,Silver,1,iOS,0
USR00109,2025-09-27,Hyderabad,India,181,Gold,2,Web,1
USR00110,2025-03-10,Chennai,India,382,Gold,2,Web,0
USR00111,2024-03-03,Hyderabad,India,754,Bronze,1,Android,1
USR00112,2024-11-06,Bangalore,India,506,Bronze,2,Android,1
USR00113,2025-12-09,Chennai,India,108,Gold,1,Web,0
USR00114,2025-07-08,Mumbai,India,262,Gold,1,iOS,0
USR00115,2025-10-08,Mumbai,India,170,Bronze,3,Web,0
USR00116,2024-01-15,Hyderabad,India,802,Gold,2,Web,1
USR00117,2024-08-25,Delhi,India,579,Bronze,3,Web,0
USR00118,2024-01-16,Mumbai,India,801,Bronze,2,Android,0
USR00119,2023-11-15,Chennai,India,863,Bronze,3,Web,0
USR00120,2025-10-14,Delhi,India,164,Silver,2,Android,1
USR00121,2024-01-23,Chennai,India,794,Bronze,1,Web,0
USR00122,2025-07-15,Chennai,India,255,Bronze,3,Web,0
USR00123,2024-02-18,Mumbai,India,768,Silver,2,Web,1
USR00124,2023-09-09,Chennai,India,930,Gold,1,Web,0
USR00125,2023-09-27,Bangalore,India,912,Silver,1,Android,0
USR00126,2026-02-26,Pune,India,29,Gold,1,iOS,0
USR00127,2025-02-11,Delhi,India,409,Silver,2,iOS,1
USR00128,2024-12-02,Delhi,India,480,Gold,3,Web,0
USR00129,2023-12-05,Bangalore,India,843,Silver,3,iOS,0
USR00130,2026-01-26,Mumbai,India,60,Bronze,1,iOS,0
USR00131,2025-09-09,Chennai,India,199,Gold,1,Android,1
USR00132,2024-08-25,Mumbai,India,579,Gold,2,Android,0
USR00133,2024-05-05,Chennai,India,691,Silver,2,Android,0
USR00134,2024-12-29,Bangalore,India,453,Bronze,1,Android,0
USR00135,2026-01-24,Bangalore,India,62,Silver,1,Android,0
USR00136,2024-02-03,Hyderabad,India,783,Gold,1,Web,0
USR00137,2025-04-02,Bangalore,India,359,Gold,3,Web,0
USR00138,2023-08-25,Chennai,India,945,Bronze,1,Web,1
USR00139,2025-12-02,Chennai,India,115,Silver,2,Web,0
USR00140,2025-11-18,Mumbai,India,129,Bronze,3,iOS,0
USR00141,2026-01-19,Mumbai,India,67,Bronze,3,Web,0
USR00142,2024-11-29,Chennai,India,483,Bronze,1,iOS,0
USR00143,2025-11-11,Bangalore,India,136,Gold,1,Android,0
USR00144,2024-06-15,Pune,India,650,Silver,2,Android,1
USR00145,2024-02-26,Pune,India,760,Gold,2,iOS,0
USR00146,2025-11-20,Chennai,India,127,Silver,1,iOS,0
USR00147,2023-10-15,Mumbai,India,894,Bronze,1,Web,1
USR00148,2024-04-13,Hyderabad,India,713,Silver,3,Android,0
USR00149,2023-11-08,Mumbai,India,870,Silver,3,Android,0
USR00150,2025-10-15,Pune,India,163,Silver,3,Android,0
USR00151,2024-04-20,Pune,India,706,Silver,1,Web,0
USR00152,2026-01-08,Pune,India,78,Silver,3,Web,0
USR00153,2024-02-27,Mumbai,India,759,Bronze,2,Android,0
USR00154,2025-08-26,Pune,India,213,Bronze,2,Web,0
USR00155,2025-04-11,Mumbai,India,350,Silver,3,Web,0
USR00156,2025-07-07,Chennai,India,263,Bronze,2,iOS,0
USR00157,2024-02-15,Delhi,India,771,Bronze,2,iOS,1
USR00158,2025-12-08,Bangalore,India,109,Bronze,2,iOS,0
USR00159,2023-09-24,Delhi,India,915,Gold,2,Android,1
USR00160,2024-07-18,Pune,India,617,Bronze,1,iOS,0
USR00161,2024-10-18,Chennai,India,525,Silver,3,Web,1
USR00162,2023-07-04,Pune,India,997,Bronze,3,Android,1
USR00163,2023-09-22,Delhi,India,917,Bronze,2,iOS,0
USR00164,2024-09-19,Mumbai,India,554,Bronze,1,Web,1
USR00165,2025-01-15,Bangalore,India,436,Silver,1,Web,0
USR00166,2024-08-18,Pune,India,586,Bronze,1,iOS,0
USR00167,2026-02-03,Delhi,India,52,Gold,1,Android,0
USR00168,2024-07-19,Hyderabad,India,616,Bronze,2,iOS,0
USR00169,2024-11-04,Delhi,India,508,Bronze,2,iOS,0
USR00170,2023-11-20,Bangalore,India,858,Silver,2,Android,0
USR00171,2023-09-08,Delhi,India,931,Bronze,2,Web,0
USR00172,2025-01-24,Delhi,India,427,Silver,3,iOS,0
USR00173,2025-09-03,Bangalore,India,205,Bronze,2,iOS,0
USR00174,2024-11-10,Bangalore,India,502,Gold,3,Web,1
USR00175,2025-01-22,Hyderabad,India,429,Gold,1,Web,1
USR00176,2024-02-16,Bangalore,India,770,Bronze,2,Android,0
USR00177,2023-09-10,Bangalore,India,929,Bronze,3,Web,1
USR00178,2024-09-16,Bangalore,India,557,Bronze,2,Android,0
USR00179,2025-12-12,Chennai,India,105,Silver,3,iOS,1
USR00180,2026-02-09,Pune,India,46,Silver,1,iOS,0
USR00181,2025-06-12,Chennai,India,288,Gold,1,Android,0
USR00182,2024-01-10,Hyderabad,India,807,Gold,1,Android,0
USR00183,2024-07-30,Bangalore,India,605,Bronze,1,Web,0
USR00184,2024-04-18,Hyderabad,India,708,Bronze,3,Web,0
USR00185,2025-02-15,Chennai,India,405,Gold,1,Web,1
USR00186,2026-01-01,Pune,India,85,Gold,1,Web,0
USR00187,2024-03-30,Delhi,India,727,Silver,3,iOS,1
USR00188,2023-11-18,Mumbai,India,860,Gold,2,iOS,0
USR00189,2023-10-15,Chennai,India,894,Silver,1,Web,0
USR00190,2026-02-21,Mumbai,India,34,Gold,3,iOS,0
USR00191,2024-08-30,Chennai,India,574,Silver,3,Web,0
USR00192,2026-02-07,Hyderabad,India,48,Silver,1,iOS,1
USR00193,2025-09-13,Pune,India,195,Silver,3,Web,1
USR00194,2024-06-22,Delhi,India,643,Bronze,1,iOS,0
USR00195,2024-03-15,Pune,India,742,Silver,3,Web,0
USR00196,2024-02-26,Pune,India,760,Bronze,1,Web,0
USR00197,2024-11-11,Chennai,India,501,Silver,1,iOS,0
USR00198,2024-10-15,Chennai,India,528,Bronze,2,iOS,0
USR00199,2025-09-29,Bangalore,India,179,Bronze,1,iOS,1
USR00200,2024-06-22,Chennai,India,643,Gold,2,Web,0
USR00201,2025-10-04,Bangalore,India,174,Silver,2,iOS,1
USR00202,2024-11-07,Hyderabad,India,505,Gold,1,Android,0
USR00203,2024-11-03,Chennai,India,509,Silver,1,Web,1
USR00204,2025-08-13,Delhi,India,226,Gold,1,Android,0
USR00205,2026-01-07,Bangalore,India,79,Gold,3,Web,0
USR00206,2023-10-24,Pune,India,885,Gold,2,iOS,0
USR00207,2024-04-03,Mumbai,India,723,Bronze,2,Web,0
USR00208,2025-11-12,Bangalore,India,135,Bronze,3,Android,0
USR00209,2024-02-23,Delhi,India,763,Bronze,2,Android,0
USR00210,2024-11-27,Delhi,India,485,Silver,1,Web,1
USR00211,2023-08-26,Mumbai,India,944,Silver,1,iOS,0
USR00212,2025-04-04,Pune,India,357,Gold,2,Android,0
USR00213,2024-10-26,Pune,India,517,Gold,1,iOS,0
USR00214,2023-09-01,Hyderabad,India,938,Silver,2,Android,0
USR00215,2026-01-19,Delhi,India,67,Gold,1,Web,1
USR00216,2023-12-10,Mumbai,India,838,Bronze,3,iOS,1
USR00217,2023-10-14,Delhi,India,895,Bronze,1,Web,1
USR00218,2025-08-01,Chennai,India,238,Silver,3,Android,0
USR00219,2025-01-01,Chennai,India,450,Bronze,2,Android,0
USR00220,2025-05-17,Hyderabad,India,314,Bronze,2,iOS,0
USR00221,2024-10-21,Pune,India,522,Gold,1,Web,0
USR00222,2025-07-02,Chennai,India,268,Silver,3,iOS,0
USR00223,2026-03-06,Chennai,India,21,Gold,2,Web,1
USR00224,2023-07-24,Hyderabad,India,977,Gold,2,iOS,0
USR00225,2024-05-19,Delhi,India,677,Gold,1,iOS,0
USR00226,2025-04-04,Hyderabad,India,357,Silver,2,Android,0
USR00227,2025-05-06,Pune,India,325,Silver,2,Web,0
USR00228,2023-10-31,Hyderabad,India,878,Gold,1,Android,0
USR00229,2023-09-07,Bangalore,India,932,Silver,2,Android,0
USR00230,2025-08-29,Pune,India,210,Silver,1,Android,0
USR00231,2024-12-12,Bangalore,India,470,Silver,1,iOS,0
USR00232,2024-09-17,Chennai,India,556,Bronze,1,Android,1
USR00233,2023-10-17,Delhi,India,892,Bronze,1,iOS,0
USR00234,2024-12-23,Pune,India,459,Bronze,2,Web,1
USR00235,2025-07-19,Delhi,India,251,Bronze,3,iOS,0
USR00236,2025-11-19,Hyderabad,India,128,Silver,1,Web,0
USR00237,2025-10-23,Hyderabad,India,155,Silver,3,Android,0
USR00238,2023-11-16,Delhi,India,862,Silver,2,iOS,0
USR00239,2023-11-15,Chennai,India,863,Gold,3,Android,1
USR00240,2024-12-12,Chennai,India,470,Silver,1,iOS,0
USR00241,2025-12-09,Mumbai,India,108,Silver,3,iOS,0
USR00242,2023-12-16,Hyderabad,India,832,Silver,2,Web,0
USR00243,2024-04-08,Pune,India,718,Gold,3,Web,0
USR00244,2024-02-06,Chennai,India,780,Bronze,1,iOS,0
USR00245,2024-08-30,Delhi,India,574,Silver,1,iOS,0
USR00246,2025-12-25,Hyderabad,India,92,Bronze,1,iOS,0
USR00247,2024-12-16,Bangalore,India,466,Gold,2,Web,0
USR00248,2024-05-02,Hyderabad,India,694,Gold,1,Android,0
USR00249,2024-12-24,Hyderabad,India,458,Bronze,1,Web,0
USR00250,2026-02-12,Chennai,India,43,Bronze,3,iOS,0
USR00251,2025-10-15,Chennai,India,163,Gold,2,Web,0
USR00252,2025-11-20,Mumbai,India,127,Bronze,3,Web,0
USR00253,2025-06-23,Hyderabad,India,277,Bronze,1,iOS,0
USR00254,2025-02-22,Delhi,India,398,Bronze,2,iOS,1
USR00255,2023-12-14,Hyderabad,India,834,Silver,1,Android,0
USR00256,2025-05-19,Hyderabad,India,312,Silver,3,iOS,0
USR00257,2023-11-16,Hyderabad,India,862,Silver,2,iOS,0
USR00258,2025-01-07,Bangalore,India,444,Bronze,3,iOS,0
USR00259,2024-02-13,Mumbai,India,773,Gold,2,Web,0
USR00260,2025-12-10,Mumbai,India,107,Silver,2,Android,0
USR00261,2023-11-10,Pune,India,868,Bronze,3,Web,1
USR00262,2025-05-14,Mumbai,India,317,Bronze,1,Android,0
USR00263,2023-07-08,Delhi,India,993,Bronze,3,Web,0
USR00264,2024-02-18,Delhi,India,768,Bronze,2,Android,1
USR00265,2025-11-05,Hyderabad,India,142,Gold,1,Android,0
USR00266,2025-09-15,Chennai,India,193,Bronze,1,iOS,0
USR00267,2024-10-26,Pune,India,517,Silver,1,iOS,1
USR00268,2026-01-24,Delhi,India,62,Gold,2,Web,0
USR00269,2024-03-01,Pune,India,756,Gold,3,Android,0
USR00270,2023-10-17,Delhi,India,892,Silver,3,Android,0
USR00271,2025-09-16,Chennai,India,192,Bronze,3,iOS,0
USR00272,2023-09-18,Chennai,India,921,Gold,1,iOS,1
USR00273,2025-09-04,Hyderabad,India,204,Gold,3,Android,0
USR00274,2023-08-15,Mumbai,India,955,Gold,1,Web,0
USR00275,2025-02-08,Pune,India,412,Bronze,1,Android,0
USR00276,2024-07-22,Pune,India,613,Silver,2,Web,0
USR00277,2025-02-06,Chennai,India,414,Bronze,2,Web,0
USR00278,2025-07-28,Mumbai,India,242,Silver,2,Web,1
USR00279,2023-08-16,Hyderabad,India,954,Gold,2,iOS,0
USR00280,2023-09-07,Mumbai,India,932,Gold,1,Web,0
USR00281,2026-01-30,Bangalore,India,56,Bronze,1,iOS,0
USR00282,2026-01-21,Hyderabad,India,65,Bronze,2,iOS,0
USR00283,2026-01-29,Bangalore,India,57,Gold,1,iOS,0
USR00284,2024-01-04,Pune,India,813,Bronze,1,iOS,0
USR00285,2023-11-02,Delhi,India,876,Gold,1,Web,1
USR00286,2025-05-19,Pune,India,312,Silver,3,Web,1
USR00287,2024-10-08,Chennai,India,535,Silver,2,iOS,0
USR00288,2025-12-30,Hyderabad,India,87,Gold,2,Web,0
USR00289,2024-10-08,Bangalore,India,535,Silver,3,Android,0
USR00290,2026-03-11,Mumbai,India,16,Silver,3,iOS,1
USR00291,2024-02-27,Delhi,India,759,Silver,3,Web,0
USR00292,2025-06-17,Chennai,India,283,Gold,2,iOS,0
USR00293,2023-10-17,Bangalore,India,892,Bronze,3,iOS,0
USR00294,2024-06-25,Bangalore,India,640,Bronze,1,iOS,0
USR00295,2026-02-07,Delhi,India,48,Silver,1,iOS,1
USR00296,2025-12-22,Bangalore,India,95,Silver,2,Web,0
USR00297,2024-09-27,Pune,India,546,Silver,1,Web,0
USR00298,2026-02-21,Mumbai,India,34,Gold,2,Android,0
USR00299,2025-11-29,Mumbai,India,118,Bronze,2,Web,0
USR00300,2025-11-27,Hyderabad,India,120,Silver,2,Web,0
USR00301,2024-02-01,Delhi,India,785,Gold,1,iOS,0
USR00302,2024-09-10,Pune,India,563,Gold,1,iOS,0
USR00303,2024-04-25,Hyderabad,India,701,Bronze,2,Android,0
USR00304,2024-12-30,Bangalore,India,452,Bronze,3,iOS,1
USR00305,2024-03-07,Pune,India,750,Bronze,1,iOS,0
USR00306,2024-05-25,Pune,India,671,Gold,1,iOS,0
USR00307,2024-10-31,Hyderabad,India,512,Gold,2,Web,0
USR00308,2023-12-09,Bangalore,India,839,Silver,2,Web,0
USR00309,2023-12-16,Chennai,India,832,Silver,1,iOS,0
USR00310,2025-07-18,Pune,India,252,Silver,3,iOS,0
USR00311,2024-09-16,Bangalore,India,557,Silver,3,Android,1
USR00312,2024-12-05,Mumbai,India,477,Gold,3,Android,1
USR00313,2024-06-10,Bangalore,India,655,Bronze,2,Web,0
USR00314,2024-10-30,Chennai,India,513,Gold,2,Android,0
USR00315,2025-01-01,Delhi,India,450,Bronze,2,Web,0
USR00316,2025-02-19,Hyderabad,India,401,Silver,2,Web,0
USR00317,2025-05-22,Chennai,India,309,Gold,1,Web,0
USR00318,2025-11-20,Bangalore,India,127,Bronze,3,Android,0
USR00319,2024-10-02,Bangalore,India,541,Bronze,1,iOS,0
USR00320,2026-03-17,Delhi,India,10,Silver,2,Android,0
USR00321,2024-09-14,Pune,India,559,Gold,1,Android,0
USR00322,2024-10-23,Bangalore,India,520,Bronze,1,Android,0
USR00323,2024-05-14,Chennai,India,682,Silver,2,Web,0
USR00324,2026-03-08,Delhi,India,19,Gold,1,iOS,0
USR00325,2025-09-27,Mumbai,India,181,Bronze,2,Web,0
USR00326,2024-06-14,Bangalore,India,651,Silver,1,iOS,0
USR00327,2025-04-23,Hyderabad,India,338,Silver,1,Android,0
USR00328,2023-09-19,Mumbai,India,920,Silver,2,iOS,0
USR00329,2024-07-20,Mumbai,India,615,Bronze,3,iOS,1
USR00330,2025-05-04,Hyderabad,India,327,Bronze,2,Web,0
USR00331,2025-03-07,Pune,India,385,Gold,3,Android,1
USR00332,2024-08-07,Delhi,India,597,Bronze,3,Web,0
USR00333,2025-05-26,Bangalore,India,305,Bronze,2,Android,0
USR00334,2025-04-03,Mumbai,India,358,Gold,3,iOS,0
USR00335,2025-06-21,Chennai,India,279,Gold,2,Web,1
USR00336,2025-10-04,Delhi,India,174,Gold,1,iOS,0
USR00337,2025-12-30,Hyderabad,India,87,Silver,2,iOS,1
USR00338,2024-07-25,Chennai,India,610,Silver,1,iOS,0
USR00339,2025-02-09,Chennai,India,411,Gold,3,Android,0
USR00340,2024-01-08,Chennai,India,809,Gold,3,Android,0
USR00341,2023-11-04,Delhi,India,874,Gold,3,Android,0
USR00342,2024-05-22,Bangalore,India,674,Gold,1,Android,1
USR00343,2024-10-31,Delhi,India,512,Bronze,2,Android,0
USR00344,2024-07-10,Chennai,India,625,Bronze,3,Android,0
USR00345,2025-09-01,Mumbai,India,207,Silver,2,iOS,0
USR00346,2025-09-20,Pune,India,188,Gold,2,iOS,0
USR00347,2026-03-03,Bangalore,India,24,Bronze,3,Android,0
USR00348,2024-11-25,Bangalore,India,487,Gold,3,iOS,0
USR00349,2025-10-12,Pune,India,166,Silver,2,Android,0
USR00350,2025-01-31,Pune,India,420,Bronze,3,iOS,0
USR00351,2025-09-03,Pune,India,205,Gold,2,Web,0
USR00352,2024-10-17,Delhi,India,526,Silver,3,Android,0
USR00353,2025-11-20,Chennai,India,127,Bronze,2,Web,0
USR00354,2023-12-24,Delhi,India,824,Silver,1,Android,0
USR00355,2024-04-21,Mumbai,India,705,Bronze,3,Android,0
USR00356,2025-06-30,Bangalore,India,270,Gold,1,Web,0
USR00357,2023-11-25,Chennai,India,853,Silver,1,iOS,0
USR00358,2025-12-13,Mumbai,India,104,Silver,3,Web,0
USR00359,2025-05-30,Bangalore,India,301,Gold,2,iOS,0
USR00360,2026-01-08,Bangalore,India,78,Gold,3,Web,1
USR00361,2023-10-28,Hyderabad,India,881,Silver,2,Android,0
USR00362,2026-02-23,Chennai,India,32,Bronze,3,iOS,0
USR00363,2025-03-20,Pune,India,372,Silver,2,Web,0
USR00364,2023-08-03,Bangalore,India,967,Bronze,2,Android,0
USR00365,2024-07-03,Delhi,India,632,Gold,3,Web,1
USR00366,2025-03-27,Chennai,India,365,Bronze,1,Web,1
USR00367,2023-11-29,Bangalore,India,849,Gold,3,Android,0
USR00368,2024-07-22,Delhi,India,613,Silver,3,Web,0
USR00369,2026-01-26,Pune,India,60,Silver,1,iOS,0
USR00370,2025-05-25,Delhi,India,306,Gold,2,iOS,1
USR00371,2024-02-08,Pune,India,778,Silver,2,Android,0
USR00372,2025-04-06,Hyderabad,India,355,Silver,2,iOS,0
USR00373,2023-07-09,Bangalore,India,992,Silver,1,Web,0
USR00374,2023-08-11,Mumbai,India,959,Bronze,3,iOS,0
USR00375,2023-09-19,Hyderabad,India,920,Gold,1,iOS,0
USR00376,2025-05-13,Bangalore,India,318,Gold,1,iOS,0
USR00377,2025-05-09,Chennai,India,322,Bronze,1,iOS,0
USR00378,2024-01-05,Mumbai,India,812,Silver,3,iOS,0
USR00379,2024-07-24,Bangalore,India,611,Bronze,3,iOS,1
USR00380,2023-09-27,Chennai,India,912,Bronze,2,Web,0
USR00381,2025-04-05,Chennai,India,356,Silver,1,iOS,0
USR00382,2023-08-06,Mumbai,India,964,Bronze,3,Web,0
USR00383,2024-05-23,Bangalore,India,673,Gold,1,iOS,0
USR00384,2024-04-07,Pune,India,719,Silver,1,Android,1
USR00385,2025-09-22,Delhi,India,186,Silver,1,Web,0
USR00386,2024-05-25,Delhi,India,671,Silver,2,iOS,0
USR00387,2024-12-04,Pune,India,478,Silver,1,Android,0
USR00388,2025-12-24,Mumbai,India,93,Gold,1,Web,0
USR00389,2024-06-26,Delhi,India,639,Gold,2,Android,0
USR00390,2024-04-16,Bangalore,India,710,Gold,1,Android,0
USR00391,2024-03-12,Chennai,India,745,Silver,1,Android,0
USR00392,2025-01-07,Delhi,India,444,Bronze,3,iOS,0
USR00393,2025-05-04,Mumbai,India,327,Gold,2,Android,0
USR00394,2025-01-13,Hyderabad,India,438,Gold,1,iOS,0
USR00395,2025-01-18,Chennai,India,433,Gold,3,iOS,0
USR00396,2024-08-05,Hyderabad,India,599,Silver,3,iOS,0
USR00397,2025-09-05,Delhi,India,203,Silver,2,Web,0
USR00398,2025-11-24,Delhi,India,123,Silver,2,Android,0
USR00399,2023-12-08,Chennai,India,840,Gold,1,Web,0
USR00400,2026-01-22,Delhi,India,64,Bronze,3,iOS,0
USR00401,2024-01-30,Hyderabad,India,787,Silver,2,Web,1
USR00402,2025-10-07,Bangalore,India,171,Bronze,1,iOS,0
USR00403,2024-11-27,Pune,India,485,Silver,2,Web,1
USR00404,2026-03-10,Chennai,India,17,Gold,1,iOS,0
USR00405,2023-12-04,Delhi,India,844,Silver,3,Web,0
USR00406,2025-04-24,Hyderabad,India,337,Silver,2,iOS,0
USR00407,2025-08-01,Chennai,India,238,Gold,3,iOS,1
USR00408,2024-07-22,Hyderabad,India,613,Silver,3,Android,0
USR00409,2024-01-05,Pune,India,812,Bronze,2,Web,0
USR00410,2023-12-25,Hyderabad,India,823,Bronze,3,iOS,1
USR00411,2024-11-03,Mumbai,India,509,Silver,1,Web,0
USR00412,2023-09-20,Hyderabad,India,919,Gold,3,iOS,0
USR00413,2023-07-14,Hyderabad,India,987,Gold,3,Web,0
USR00414,2024-05-14,Delhi,India,682,Silver,3,Android,1
USR00415,2024-07-02,Delhi,India,633,Gold,1,Web,1
USR00416,2025-06-06,Bangalore,India,294,Bronze,2,iOS,1
USR00417,2023-12-24,Mumbai,India,824,Gold,1,iOS,0
USR00418,2024-03-02,Mumbai,India,755,Gold,3,Android,0
USR00419,2024-12-02,Hyderabad,India,480,Gold,3,Android,0
